Well,Plate,Variable,Main,WellPlate
F09,6722,FALSE,0,F09_6722
F08,6722,FALSE,0,F08_6722
F07,6722,FALSE,0,F07_6722
F06,6722,FALSE,0,F06_6722
F05,6722,FALSE,0,F05_6722
F04,6722,FALSE,0,F04_6722
F02,6722,FALSE,0,F02_6722
F01,6722,FALSE,0,F01_6722
G12,6722,FALSE,0,G12_6722
G11,6722,FALSE,0,G11_6722
G10,6722,FALSE,0,G10_6722
G09,6722,FALSE,0,G09_6722
G08,6722,FALSE,0,G08_6722
G07,6722,FALSE,0,G07_6722
G06,6722,FALSE,0,G06_6722
G05,6722,FALSE,0,G05_6722
G04,6722,FALSE,0,G04_6722
G03,6722,FALSE,0,G03_6722
G02,6722,FALSE,0,G02_6722
G01,6722,FALSE,0,G01_6722
H12,6722,FALSE,0,H12_6722
H11,6722,FALSE,0,H11_6722
H10,6722,FALSE,0,H10_6722
H09,6722,FALSE,0,H09_6722
H08,6722,FALSE,0,H08_6722
H07,6722,FALSE,0,H07_6722
H06,6722,FALSE,0,H06_6722
H05,6722,FALSE,0,H05_6722
H04,6722,FALSE,0,H04_6722
H03,6722,FALSE,0,H03_6722
H02,6722,FALSE,0,H02_6722
H01,6722,FALSE,0,H01_6722
A12,6724,FALSE,0,A12_6724
A11,6724,FALSE,0,A11_6724
A10,6724,FALSE,0,A10_6724
A09,6724,FALSE,0,A09_6724
A08,6724,FALSE,0,A08_6724
A07,6724,FALSE,0,A07_6724
A06,6724,FALSE,0,A06_6724
A05,6724,FALSE,0,A05_6724
A04,6724,FALSE,0,A04_6724
A03,6724,FALSE,0,A03_6724
A02,6724,FALSE,0,A02_6724
A01,6724,FALSE,0,A01_6724
B11,6724,FALSE,0,B11_6724
B10,6724,FALSE,0,B10_6724
B08,6724,FALSE,0,B08_6724
B07,6724,FALSE,0,B07_6724
B06,6724,FALSE,0,B06_6724
B03,6724,FALSE,0,B03_6724
B01,6724,FALSE,0,B01_6724
C11,6724,FALSE,0,C11_6724
C10,6724,FALSE,0,C10_6724
C09,6724,FALSE,0,C09_6724
C08,6724,FALSE,0,C08_6724
C07,6724,FALSE,0,C07_6724
C06,6724,FALSE,0,C06_6724
C01,6724,FALSE,0,C01_6724
D11,6724,FALSE,0,D11_6724
D10,6724,FALSE,0,D10_6724
D09,6724,FALSE,0,D09_6724
D08,6724,FALSE,0,D08_6724
D07,6724,FALSE,0,D07_6724
D06,6724,FALSE,0,D06_6724
D05,6724,FALSE,0,D05_6724
E12,6724,FALSE,0,E12_6724
E11,6724,FALSE,0,E11_6724
E10,6724,FALSE,0,E10_6724
E07,6724,FALSE,0,E07_6724
E06,6724,FALSE,0,E06_6724
E05,6724,FALSE,0,E05_6724
E04,6724,FALSE,0,E04_6724
E03,6724,FALSE,0,E03_6724
E02,6724,FALSE,0,E02_6724
E01,6724,FALSE,0,E01_6724
F12,6724,FALSE,0,F12_6724
F11,6724,FALSE,0,F11_6724
F10,6724,FALSE,0,F10_6724
F09,6724,FALSE,0,F09_6724
F08,6724,FALSE,0,F08_6724
F07,6724,FALSE,0,F07_6724
F06,6724,FALSE,0,F06_6724
F05,6724,FALSE,0,F05_6724
F03,6724,FALSE,0,F03_6724
F02,6724,FALSE,0,F02_6724
G12,6724,FALSE,0,G12_6724
G11,6724,FALSE,0,G11_6724
G10,6724,FALSE,0,G10_6724
G09,6724,FALSE,0,G09_6724
G08,6724,FALSE,0,G08_6724
G06,6724,FALSE,0,G06_6724
G05,6724,FALSE,0,G05_6724
G03,6724,FALSE,0,G03_6724
G02,6724,FALSE,0,G02_6724
G01,6724,FALSE,0,G01_6724
H12,6724,FALSE,,H12_6724
H11,6724,FALSE,0,H11_6724
H10,6724,FALSE,0,H10_6724
H08,6724,FALSE,0,H08_6724
H07,6724,FALSE,0,H07_6724
H04,6724,FALSE,0,H04_6724
H03,6724,FALSE,0,H03_6724
H02,6724,FALSE,0,H02_6724
H01,6724,FALSE,0,H01_6724
A12,6725,FALSE,0,A12_6725
A11,6725,FALSE,0,A11_6725
A10,6725,FALSE,0,A10_6725
A09,6725,FALSE,0,A09_6725
A07,6725,FALSE,0,A07_6725
A06,6725,FALSE,0,A06_6725
A05,6725,FALSE,0,A05_6725
A04,6725,FALSE,0,A04_6725
A03,6725,FALSE,0,A03_6725
A02,6725,FALSE,0,A02_6725
A01,6725,FALSE,0,A01_6725
B12,6725,FALSE,0,B12_6725
B11,6725,FALSE,0,B11_6725
B10,6725,FALSE,0,B10_6725
B09,6725,FALSE,0,B09_6725
B08,6725,FALSE,0,B08_6725
B07,6725,FALSE,0,B07_6725
B06,6725,FALSE,0,B06_6725
B05,6725,FALSE,0,B05_6725
B04,6725,FALSE,0,B04_6725
B03,6725,FALSE,0,B03_6725
B02,6725,FALSE,0,B02_6725
B01,6725,FALSE,0,B01_6725
C12,6725,FALSE,0,C12_6725
C11,6725,FALSE,0,C11_6725
C10,6725,FALSE,0,C10_6725
C09,6725,FALSE,0,C09_6725
C08,6725,FALSE,0,C08_6725
C07,6725,FALSE,0,C07_6725
C06,6725,FALSE,0,C06_6725
C05,6725,FALSE,0,C05_6725
C04,6725,FALSE,0,C04_6725
C03,6725,FALSE,0,C03_6725
C02,6725,FALSE,0,C02_6725
C01,6725,FALSE,0,C01_6725
D12,6725,FALSE,0,D12_6725
D11,6725,FALSE,0,D11_6725
D10,6725,FALSE,0,D10_6725
D09,6725,FALSE,0,D09_6725
D08,6725,FALSE,0,D08_6725
D07,6725,FALSE,0,D07_6725
D06,6725,FALSE,0,D06_6725
D05,6725,FALSE,0,D05_6725
D04,6725,FALSE,0,D04_6725
D03,6725,FALSE,0,D03_6725
D02,6725,FALSE,0,D02_6725
D01,6725,FALSE,0,D01_6725
E12,6725,FALSE,0,E12_6725
E11,6725,FALSE,0,E11_6725
E10,6725,FALSE,0,E10_6725
E09,6725,FALSE,0,E09_6725
E08,6725,FALSE,0,E08_6725
E07,6725,FALSE,0,E07_6725
E06,6725,FALSE,0,E06_6725
E05,6725,FALSE,0,E05_6725
E04,6725,FALSE,0,E04_6725
E03,6725,FALSE,0,E03_6725
E02,6725,FALSE,0,E02_6725
E01,6725,FALSE,0,E01_6725
F12,6725,FALSE,0,F12_6725
F11,6725,FALSE,0,F11_6725
F10,6725,FALSE,0,F10_6725
F09,6725,FALSE,0,F09_6725
F07,6725,FALSE,0,F07_6725
F06,6725,FALSE,0,F06_6725
F05,6725,FALSE,0,F05_6725
F04,6725,FALSE,0,F04_6725
F03,6725,FALSE,0,F03_6725
F02,6725,FALSE,0,F02_6725
F01,6725,FALSE,0,F01_6725
G12,6725,FALSE,0,G12_6725
G11,6725,FALSE,0,G11_6725
G10,6725,FALSE,0,G10_6725
G09,6725,FALSE,0,G09_6725
G08,6725,FALSE,0,G08_6725
G07,6725,FALSE,0,G07_6725
G06,6725,FALSE,0,G06_6725
G05,6725,FALSE,0,G05_6725
G04,6725,FALSE,0,G04_6725
G03,6725,FALSE,0,G03_6725
G02,6725,FALSE,0,G02_6725
G01,6725,FALSE,0,G01_6725
H12,6725,FALSE,0,H12_6725
H11,6725,FALSE,0,H11_6725
H10,6725,FALSE,0,H10_6725
H09,6725,FALSE,0,H09_6725
H08,6725,FALSE,0,H08_6725
H07,6725,FALSE,0,H07_6725
H06,6725,FALSE,0,H06_6725
H05,6725,FALSE,0,H05_6725
H04,6725,FALSE,0,H04_6725
H03,6725,FALSE,0,H03_6725
H02,6725,FALSE,0,H02_6725
H01,6725,FALSE,0,H01_6725
A12,6731,FALSE,0,A12_6731
A11,6731,FALSE,0,A11_6731
A10,6731,FALSE,0,A10_6731
A09,6731,FALSE,0,A09_6731
A08,6731,FALSE,0,A08_6731
A07,6731,FALSE,0,A07_6731
A06,6731,FALSE,0,A06_6731
A05,6731,FALSE,0,A05_6731
A04,6731,FALSE,0,A04_6731
A02,6731,FALSE,0,A02_6731
A01,6731,FALSE,0,A01_6731
B12,6731,FALSE,0,B12_6731
B11,6731,FALSE,0,B11_6731
B10,6731,FALSE,0,B10_6731
B09,6731,FALSE,0,B09_6731
B08,6731,FALSE,0,B08_6731
B07,6731,FALSE,0,B07_6731
B06,6731,FALSE,0,B06_6731
B05,6731,FALSE,0,B05_6731
B04,6731,FALSE,0,B04_6731
B03,6731,FALSE,0,B03_6731
B02,6731,FALSE,0,B02_6731
B01,6731,FALSE,0,B01_6731
C12,6731,FALSE,0,C12_6731
C11,6731,FALSE,0,C11_6731
C10,6731,FALSE,0,C10_6731
C09,6731,FALSE,0,C09_6731
C08,6731,FALSE,0,C08_6731
C07,6731,FALSE,0,C07_6731
C06,6731,FALSE,0,C06_6731
C05,6731,FALSE,0,C05_6731
C04,6731,FALSE,0,C04_6731
C03,6731,FALSE,0,C03_6731
C02,6731,FALSE,0,C02_6731
C01,6731,FALSE,0,C01_6731
D12,6731,FALSE,0,D12_6731
D11,6731,FALSE,0,D11_6731
D10,6731,FALSE,0,D10_6731
D09,6731,FALSE,0,D09_6731
D08,6731,FALSE,0,D08_6731
D07,6731,FALSE,0,D07_6731
D06,6731,FALSE,0,D06_6731
D05,6731,FALSE,0,D05_6731
D04,6731,FALSE,0,D04_6731
D03,6731,FALSE,0,D03_6731
D02,6731,FALSE,0,D02_6731
D01,6731,FALSE,0,D01_6731
E12,6731,FALSE,0,E12_6731
E11,6731,FALSE,0,E11_6731
E10,6731,FALSE,0,E10_6731
E09,6731,FALSE,0,E09_6731
E08,6731,FALSE,0,E08_6731
E07,6731,FALSE,0,E07_6731
E06,6731,FALSE,0,E06_6731
E05,6731,FALSE,0,E05_6731
E04,6731,FALSE,0,E04_6731
E03,6731,FALSE,0,E03_6731
E02,6731,FALSE,0,E02_6731
E01,6731,FALSE,0,E01_6731
F12,6731,FALSE,0,F12_6731
F11,6731,FALSE,0,F11_6731
F10,6731,FALSE,0,F10_6731
F09,6731,FALSE,0,F09_6731
F08,6731,FALSE,0,F08_6731
F07,6731,FALSE,0,F07_6731
F06,6731,FALSE,0,F06_6731
F05,6731,FALSE,0,F05_6731
F04,6731,FALSE,0,F04_6731
F03,6731,FALSE,0,F03_6731
F02,6731,FALSE,0,F02_6731
F01,6731,FALSE,0,F01_6731
G12,6731,FALSE,0,G12_6731
G11,6731,FALSE,0,G11_6731
G10,6731,FALSE,0,G10_6731
G09,6731,FALSE,0,G09_6731
G08,6731,FALSE,0,G08_6731
G07,6731,FALSE,0,G07_6731
G06,6731,FALSE,0,G06_6731
G05,6731,FALSE,0,G05_6731
G04,6731,FALSE,0,G04_6731
G03,6731,FALSE,0,G03_6731
G02,6731,FALSE,0,G02_6731
G01,6731,FALSE,0,G01_6731
H12,6731,FALSE,0,H12_6731
H11,6731,FALSE,0,H11_6731
H10,6731,FALSE,0,H10_6731
H09,6731,FALSE,0,H09_6731
H08,6731,FALSE,0,H08_6731
H07,6731,FALSE,0,H07_6731
H06,6731,FALSE,0,H06_6731
H05,6731,FALSE,0,H05_6731
H03,6731,FALSE,0,H03_6731
H02,6731,FALSE,0,H02_6731
H01,6731,FALSE,0,H01_6731
A12,6734,FALSE,0,A12_6734
A11,6734,FALSE,0,A11_6734
A10,6734,FALSE,0,A10_6734
A09,6734,FALSE,0,A09_6734
A08,6734,FALSE,0,A08_6734
A07,6734,FALSE,0,A07_6734
A06,6734,FALSE,0,A06_6734
A05,6734,FALSE,0,A05_6734
A04,6734,FALSE,0,A04_6734
A03,6734,FALSE,0,A03_6734
A02,6734,FALSE,0,A02_6734
A01,6734,FALSE,0,A01_6734
B12,6734,FALSE,0,B12_6734
B11,6734,FALSE,0,B11_6734
B10,6734,FALSE,0,B10_6734
B09,6734,FALSE,0,B09_6734
B08,6734,FALSE,0,B08_6734
B07,6734,FALSE,0,B07_6734
B06,6734,FALSE,0,B06_6734
B05,6734,FALSE,0,B05_6734
B04,6734,FALSE,0,B04_6734
B03,6734,FALSE,0,B03_6734
B02,6734,FALSE,0,B02_6734
B01,6734,FALSE,0,B01_6734
C12,6734,FALSE,0,C12_6734
C11,6734,FALSE,0,C11_6734
C10,6734,FALSE,0,C10_6734
C09,6734,FALSE,0,C09_6734
C08,6734,FALSE,0,C08_6734
C07,6734,FALSE,0,C07_6734
C06,6734,FALSE,0,C06_6734
C05,6734,FALSE,0,C05_6734
C04,6734,FALSE,0,C04_6734
C03,6734,FALSE,0,C03_6734
C02,6734,FALSE,0,C02_6734
C01,6734,FALSE,0,C01_6734
D12,6734,FALSE,0,D12_6734
D11,6734,FALSE,0,D11_6734
D10,6734,FALSE,0,D10_6734
D09,6734,FALSE,0,D09_6734
D08,6734,FALSE,0,D08_6734
D07,6734,FALSE,0,D07_6734
D06,6734,FALSE,0,D06_6734
D05,6734,FALSE,0,D05_6734
D04,6734,FALSE,0,D04_6734
D03,6734,FALSE,0,D03_6734
D02,6734,FALSE,0,D02_6734
D01,6734,FALSE,0,D01_6734
E12,6734,FALSE,0,E12_6734
E11,6734,FALSE,0,E11_6734
E10,6734,FALSE,0,E10_6734
E09,6734,FALSE,0,E09_6734
E08,6734,FALSE,0,E08_6734
E07,6734,FALSE,0,E07_6734
E06,6734,FALSE,0,E06_6734
E05,6734,FALSE,0,E05_6734
E03,6734,FALSE,0,E03_6734
E02,6734,FALSE,0,E02_6734
E01,6734,FALSE,0,E01_6734
F12,6734,FALSE,0,F12_6734
F11,6734,FALSE,0,F11_6734
F10,6734,FALSE,0,F10_6734
F09,6734,FALSE,0,F09_6734
F08,6734,FALSE,0,F08_6734
F07,6734,FALSE,0,F07_6734
F06,6734,FALSE,0,F06_6734
F04,6734,FALSE,0,F04_6734
F03,6734,FALSE,0,F03_6734
F02,6734,FALSE,0,F02_6734
F01,6734,FALSE,0,F01_6734
G12,6734,FALSE,0,G12_6734
G11,6734,FALSE,0,G11_6734
G10,6734,FALSE,0,G10_6734
G09,6734,FALSE,0,G09_6734
G08,6734,FALSE,0,G08_6734
G07,6734,FALSE,0,G07_6734
G06,6734,FALSE,0,G06_6734
G05,6734,FALSE,0,G05_6734
G04,6734,FALSE,0,G04_6734
G03,6734,FALSE,0,G03_6734
G02,6734,FALSE,0,G02_6734
G01,6734,FALSE,0,G01_6734
H12,6734,FALSE,0,H12_6734
H11,6734,FALSE,0,H11_6734
H10,6734,FALSE,0,H10_6734
H09,6734,FALSE,0,H09_6734
H08,6734,FALSE,0,H08_6734
H07,6734,FALSE,0,H07_6734
H06,6734,FALSE,0,H06_6734
H05,6734,FALSE,0,H05_6734
H03,6734,FALSE,0,H03_6734
H02,6734,FALSE,0,H02_6734
H01,6734,FALSE,0,H01_6734
A12,6735,FALSE,0,A12_6735
A11,6735,FALSE,0,A11_6735
A10,6735,FALSE,0,A10_6735
A09,6735,FALSE,0,A09_6735
A08,6735,FALSE,0,A08_6735
A07,6735,FALSE,0,A07_6735
A06,6735,FALSE,0,A06_6735
A05,6735,FALSE,0,A05_6735
A04,6735,FALSE,0,A04_6735
A03,6735,FALSE,0,A03_6735
A02,6735,FALSE,0,A02_6735
A01,6735,FALSE,0,A01_6735
B12,6735,FALSE,0,B12_6735
B11,6735,FALSE,0,B11_6735
B10,6735,FALSE,0,B10_6735
B09,6735,FALSE,0,B09_6735
B08,6735,FALSE,0,B08_6735
B07,6735,FALSE,0,B07_6735
B06,6735,FALSE,0,B06_6735
B05,6735,FALSE,0,B05_6735
B04,6735,FALSE,0,B04_6735
B03,6735,FALSE,0,B03_6735
B02,6735,FALSE,0,B02_6735
C12,6735,FALSE,0,C12_6735
C11,6735,FALSE,0,C11_6735
C10,6735,FALSE,0,C10_6735
C09,6735,FALSE,0,C09_6735
C08,6735,FALSE,0,C08_6735
C07,6735,FALSE,0,C07_6735
C06,6735,FALSE,0,C06_6735
C05,6735,FALSE,0,C05_6735
C04,6735,FALSE,0,C04_6735
C03,6735,FALSE,0,C03_6735
C02,6735,FALSE,0,C02_6735
C01,6735,FALSE,0,C01_6735
D12,6735,FALSE,0,D12_6735
D11,6735,FALSE,0,D11_6735
D10,6735,FALSE,0,D10_6735
D09,6735,FALSE,0,D09_6735
D08,6735,FALSE,0,D08_6735
D07,6735,FALSE,0,D07_6735
D06,6735,FALSE,0,D06_6735
D05,6735,FALSE,0,D05_6735
D04,6735,FALSE,0,D04_6735
D03,6735,FALSE,0,D03_6735
D02,6735,FALSE,0,D02_6735
D01,6735,FALSE,0,D01_6735
E12,6735,FALSE,0,E12_6735
E11,6735,FALSE,0,E11_6735
E10,6735,FALSE,0,E10_6735
E09,6735,FALSE,0,E09_6735
E08,6735,FALSE,0,E08_6735
E07,6735,FALSE,0,E07_6735
E06,6735,FALSE,0,E06_6735
E05,6735,FALSE,0,E05_6735
E04,6735,FALSE,0,E04_6735
E03,6735,FALSE,0,E03_6735
E02,6735,FALSE,0,E02_6735
E01,6735,FALSE,0,E01_6735
F12,6735,FALSE,0,F12_6735
F11,6735,FALSE,0,F11_6735
F10,6735,FALSE,0,F10_6735
F09,6735,FALSE,0,F09_6735
F08,6735,FALSE,0,F08_6735
F07,6735,FALSE,0,F07_6735
F06,6735,FALSE,0,F06_6735
F05,6735,FALSE,0,F05_6735
F04,6735,FALSE,0,F04_6735
F03,6735,FALSE,0,F03_6735
F02,6735,FALSE,0,F02_6735
F01,6735,FALSE,0,F01_6735
G12,6735,FALSE,0,G12_6735
G11,6735,FALSE,0,G11_6735
G10,6735,FALSE,0,G10_6735
G09,6735,FALSE,0,G09_6735
G08,6735,FALSE,0,G08_6735
G07,6735,FALSE,0,G07_6735
G06,6735,FALSE,0,G06_6735
G05,6735,FALSE,0,G05_6735
G04,6735,FALSE,0,G04_6735
G03,6735,FALSE,0,G03_6735
G02,6735,FALSE,0,G02_6735
G01,6735,FALSE,0,G01_6735
H12,6735,FALSE,0,H12_6735
H11,6735,FALSE,0,H11_6735
H10,6735,FALSE,0,H10_6735
H09,6735,FALSE,0,H09_6735
H08,6735,FALSE,0,H08_6735
H07,6735,FALSE,0,H07_6735
H06,6735,FALSE,0,H06_6735
H05,6735,FALSE,0,H05_6735
H04,6735,FALSE,0,H04_6735
H03,6735,FALSE,0,H03_6735
H02,6735,FALSE,0,H02_6735
H01,6735,FALSE,0,H01_6735
A10,6736,FALSE,0,A10_6736
A09,6736,FALSE,0,A09_6736
A08,6736,FALSE,0,A08_6736
A07,6736,FALSE,0,A07_6736
A06,6736,FALSE,0,A06_6736
A04,6736,FALSE,0,A04_6736
A03,6736,FALSE,0,A03_6736
B12,6736,FALSE,0,B12_6736
B11,6736,FALSE,0,B11_6736
B10,6736,FALSE,0,B10_6736
B09,6736,FALSE,0,B09_6736
B07,6736,FALSE,0,B07_6736
B04,6736,FALSE,0,B04_6736
B02,6736,FALSE,0,B02_6736
C12,6736,FALSE,0,C12_6736
C10,6736,FALSE,0,C10_6736
C08,6736,FALSE,0,C08_6736
C05,6736,FALSE,0,C05_6736
C03,6736,FALSE,0,C03_6736
C02,6736,FALSE,0,C02_6736
C01,6736,FALSE,0,C01_6736
D12,6736,FALSE,0,D12_6736
D09,6736,FALSE,0,D09_6736
D07,6736,FALSE,0,D07_6736
D04,6736,FALSE,0,D04_6736
D02,6736,FALSE,0,D02_6736
D01,6736,FALSE,0,D01_6736
E12,6736,FALSE,0,E12_6736
E11,6736,FALSE,0,E11_6736
E09,6736,FALSE,0,E09_6736
E08,6736,FALSE,0,E08_6736
E07,6736,FALSE,0,E07_6736
E06,6736,FALSE,0,E06_6736
E05,6736,FALSE,0,E05_6736
E02,6736,FALSE,0,E02_6736
E01,6736,FALSE,0,E01_6736
F12,6736,FALSE,0,F12_6736
F08,6736,FALSE,0,F08_6736
F07,6736,FALSE,0,F07_6736
F06,6736,FALSE,0,F06_6736
F05,6736,FALSE,0,F05_6736
F02,6736,FALSE,0,F02_6736
F01,6736,FALSE,0,F01_6736
G12,6736,FALSE,0,G12_6736
G11,6736,FALSE,0,G11_6736
G08,6736,FALSE,0,G08_6736
G07,6736,FALSE,0,G07_6736
G06,6736,FALSE,0,G06_6736
G04,6736,FALSE,0,G04_6736
G02,6736,FALSE,0,G02_6736
H12,6736,FALSE,,H12_6736
H11,6736,FALSE,0,H11_6736
H10,6736,FALSE,0,H10_6736
H09,6736,FALSE,0,H09_6736
H08,6736,FALSE,0,H08_6736
H07,6736,FALSE,0,H07_6736
H06,6736,FALSE,0,H06_6736
H05,6736,FALSE,0,H05_6736
H04,6736,FALSE,0,H04_6736
H03,6736,FALSE,0,H03_6736
H02,6736,FALSE,0,H02_6736
H01,6736,FALSE,0,H01_6736
A12,6745,FALSE,0,A12_6745
A11,6745,FALSE,0,A11_6745
A10,6745,FALSE,0,A10_6745
A09,6745,FALSE,0,A09_6745
A07,6745,FALSE,0,A07_6745
A06,6745,FALSE,0,A06_6745
A05,6745,FALSE,0,A05_6745
A04,6745,FALSE,0,A04_6745
A03,6745,FALSE,0,A03_6745
A02,6745,FALSE,0,A02_6745
A01,6745,FALSE,0,A01_6745
B12,6745,FALSE,0,B12_6745
B11,6745,FALSE,0,B11_6745
B10,6745,FALSE,0,B10_6745
B09,6745,FALSE,0,B09_6745
B08,6745,FALSE,0,B08_6745
B07,6745,FALSE,0,B07_6745
B06,6745,FALSE,0,B06_6745
B05,6745,FALSE,0,B05_6745
B04,6745,FALSE,0,B04_6745
B03,6745,FALSE,0,B03_6745
B02,6745,FALSE,0,B02_6745
B01,6745,FALSE,0,B01_6745
C12,6745,FALSE,0,C12_6745
C11,6745,FALSE,0,C11_6745
C10,6745,FALSE,0,C10_6745
C09,6745,FALSE,0,C09_6745
C08,6745,FALSE,0,C08_6745
C07,6745,FALSE,0,C07_6745
C06,6745,FALSE,0,C06_6745
C05,6745,FALSE,0,C05_6745
C04,6745,FALSE,0,C04_6745
C03,6745,FALSE,0,C03_6745
C02,6745,FALSE,0,C02_6745
C01,6745,FALSE,0,C01_6745
D12,6745,FALSE,0,D12_6745
D11,6745,FALSE,0,D11_6745
D10,6745,FALSE,0,D10_6745
D09,6745,FALSE,0,D09_6745
D08,6745,FALSE,0,D08_6745
D07,6745,FALSE,0,D07_6745
D06,6745,FALSE,0,D06_6745
D05,6745,FALSE,0,D05_6745
D03,6745,FALSE,0,D03_6745
D02,6745,FALSE,0,D02_6745
D01,6745,FALSE,0,D01_6745
E12,6745,FALSE,0,E12_6745
E11,6745,FALSE,0,E11_6745
E10,6745,FALSE,0,E10_6745
E09,6745,FALSE,0,E09_6745
E08,6745,FALSE,0,E08_6745
E07,6745,FALSE,0,E07_6745
E06,6745,FALSE,0,E06_6745
E05,6745,FALSE,0,E05_6745
E04,6745,FALSE,0,E04_6745
E03,6745,FALSE,0,E03_6745
E02,6745,FALSE,0,E02_6745
E01,6745,FALSE,0,E01_6745
F12,6745,FALSE,0,F12_6745
F11,6745,FALSE,0,F11_6745
F10,6745,FALSE,0,F10_6745
F09,6745,FALSE,0,F09_6745
F08,6745,FALSE,0,F08_6745
F07,6745,FALSE,0,F07_6745
F06,6745,FALSE,0,F06_6745
F05,6745,FALSE,0,F05_6745
F04,6745,FALSE,0,F04_6745
F03,6745,FALSE,0,F03_6745
F02,6745,FALSE,0,F02_6745
F01,6745,FALSE,0,F01_6745
G12,6745,FALSE,0,G12_6745
G11,6745,FALSE,0,G11_6745
G10,6745,FALSE,0,G10_6745
G09,6745,FALSE,0,G09_6745
G07,6745,FALSE,0,G07_6745
G06,6745,FALSE,0,G06_6745
G05,6745,FALSE,0,G05_6745
G04,6745,FALSE,0,G04_6745
G03,6745,FALSE,0,G03_6745
G02,6745,FALSE,0,G02_6745
G01,6745,FALSE,0,G01_6745
H12,6745,FALSE,0,H12_6745
H11,6745,FALSE,0,H11_6745
H10,6745,FALSE,0,H10_6745
H09,6745,FALSE,0,H09_6745
H08,6745,FALSE,0,H08_6745
H07,6745,FALSE,0,H07_6745
H06,6745,FALSE,0,H06_6745
H05,6745,FALSE,0,H05_6745
H04,6745,FALSE,0,H04_6745
H03,6745,FALSE,0,H03_6745
H02,6745,FALSE,0,H02_6745
H01,6745,FALSE,0,H01_6745
